idx,item_nm
5459,Помпа ручной подкачки топлива BM58G
1180,Болт
879,Компрессор воздушный на двигатель 4DW91-45
3447,Болт M24X3X100 10.9
400,"Полоса отвала №2, правая"
7221,Двигатель Shanghai SC9D220.2G2B1
889,Шестерня
2068,Шестерня цилиндрическая редуктора (26 зубьев) Почвофреза 1GQN-120/140
1709,Шайба
1315,Кольцо гильзы цилиндров уплотнительное TY295IT (JD295)
2349,"К.круг.с. 79,50 x 3"
7126,"R190 Клапан впускной, выпускной"
2,Сальники коленвала BM58G (комплект 2 шт)
2915,Вентилятор Weichai Deutz TD226/WP6 600*90 6 отв 13021190
995,ТНВД - Насос топливный высокого давления  LL380BT
1536,Палец поршневой Jinma 164
310,Пресс-фитинг DN16 M26 DKOL 90°
2443,"Вкладыши шатунные KM385 / LL380 - комплект на шатун (0,0)"
1327,Распорка Stoll
4733,Фильтр масляный JX0811A (М25х2)
210,Пружинные зубья орг.
4088,"Корпус распылителя на 3 форсунки Tri Jet (4012747  D1/2""_F10)"
2186,Вакуумный насос одноступенчатый VE115N (51л/мин)
1296,Штифт распорный 14x55
6595,Муфта D 54мм 2-раструбная
2606,Втулка -1.5ODX1.156IDX11.43NRP
4609,"Шланг заправочный DS48800 (120 см) R-410 (5/16"")"
905,"Сальник 18х30х10, гидронасоса"
196,"Вкладыши шатунные DLH1100 - комплект на шатун (0,0)"
4651,"Сальник 48х70х10, полуоси Т18-Т25"
1069,Вентилятор осевой GRAF4Е-300В (нагнетание)
836,Элемент фильтрующий
1830,"Болт М14х1.5х40 вала карданного ""КАМАЗ"" в сборе (азотированная сталь) "
5042,Шестерня 3 и 4 передачи выходного вала DF 244
6879,Стекло лобовое RS150
649,Ремкомплект
7161,Втулка стальная
3010,Диск R12 (покрышка 6.00L-12) для нераздвижной колеи Уралец 180/220
4952,Гидрораспределитель в сборе Уралец (без ручки)
4697,Сошник
7038,Фильтр масляный элемент DLH Уралец/Синтай/Xingtai
2346,Топливопровод Высокого Давления 2го цилиндра TY290/295
217,R190-R195 Шестерня коленвала малая (привода распредвала) Z=28
2385,Помпа ручной подкачки топлива SD4BW45
6182,Вилка блокировки дифференциала мотоблока
3539,Отвал универсальный гидроповоротный
1129,Вентиль быстросъемный QC-12
7210,Крышка подшипника полуоси Jinma
1994,Шестерня (44 зуба) 3-х ступенчатая коробка передач Jinma
4488,Скоба
5719,Приспособление для навески зубовых борон КСП-05.000В
5376,Держатель
2466,Вал
1344,Диск сцепления (1-дисковое) DongFeng 244
3785,R180-R190 Распылитель форсунки
6685,Сальник 55х75х10 (передней ступицы Уралец 224)
1748,Заглубитель почвофрезы 1GQN-120/140/160
105,Валик вилки первой передачи и заднего хода JM184-254
4829,Болт
4593,Ступица переднего колеса Jinma JM-244
7064,Корпус переднего дифференциала Jinma 184-254
3997,Переключатель света мотоблочный 2-х позиционный
4731,Шланг 25x1300
5382,Винт
1236,Звездочка
1267,Звено цепи замковое изогнутое
5956,"R195 Коленвал (XT-15, A=111 мм)"
2356,Сальник
3814,Корпус рулевого механизма (расст. м/у центр. посад. отверст. 92 -140-140)
6700,Подшипник шариковый
2069,Генератор 2JF200 TY295/290/ KM385/ JD295(TY295IT)
2331,Двойной ниппель M18
5771,Уплотнительное кольцо
6882,Помпа водяная Weichai Deutz TD226/WP6 12159770
6230,Пластина
5386,Вал карданный PG30
173,Подшипник 29590
1993,Штифт
5412,втулка подшипника скольжения Б
1167,Полоса отвала правая
6056,Комплект поршневых колец на двигатель YTO 4105
3731,XT Амортизатор капота
1423,"R190-R195 Шкив маховика 3-ручейковый, D=155 мм"
6429,"Вал карданный 6*6 шлицов, 660 мм, сечение-трехлимонник, с кожухом"
2590,Бак
6873,Вал карданный переднего моста  Jinma 244 (L=765 мм)
6761,Шестерня промежуточная  Z.39
2726,Втулка шатуна 4L22
3726,Коллектор YC6108G/YC6B125
6489,Уплотнительная шайба
4345,Комплект уплотнений
6073,Клапан впускной S1105
3717,Шестерня
286,Кольцо уплотнительное KUHN
2024,Рычаг тормоза регулировочный КАМАЗ-ЕВРО задний правый KNORR-BREMSE 
3384,Болт с гайкой M12x60-8.8-MU
6353,Сегмент ножа
3350,Подшипник
1264,Шпилька ГБЦ TY290/295 короткая
3074,Палец рулевого цилиндра 30*110
1512,Шайба FZB опоры стойки
288,Корпус
3183,Вилка
943,Шестерня ведущая ступицы Jinma 164
7266,"ZS1100 Манжеты гильзы, 2 шт."
5964,Штуцер прямой под вилочное соединение M (T6 - 32 мм)
355,Штуцер угловой
2082,Заглушка
3971,Топливный фильтр CX0814C WELIDA
132,Болт с шестигранной головкой
1066,Распылитель ST 110 (110-015)
4663,"Адаптер 1/4""SAE х 1/8""NPT U3-4A"
6453,Стекло дверное левое (верхнее) кабинное DF-244 (Люкс)
4324,"Полоса отвала, А, левая"
3805,Кабель Morris
6694,Подшипник шариковый CNH
2984,"ZS1100 Штанги, 2 шт."
5637,Соединение
6788,Термостат 4RMAZG
1030,Рулевая колонка в сборе без ГУР Jinma
5258,Диск сцепления
5242,Кольцо круглого сечения
1472,Пружина
2767,Уплотнение вала
5334,Поршень DL190-12 (D =90 мм)
1193,Муфта (15х12)мм переход. 2-х раструбная
1260,Корпус (лемех) плуга 1L-220 передний со стойкой =400мм
6099,Кольца поршневые DLH1100 (компл. 3 шт)
6983,Фланец
3036,Форсунка в сборе ZN490T/ ZN390T
7176,Коробка отбора мощности 83Б-4202010-30 
6695,Палец
5517,Потенциометр
3043,Винт Taarup
4906,Фильтрующий элемент d107x286 мм (50 меш синий)
4108,"Втулка Jinma (h=16, Dнар.=45, Dвнутр.=35)"
7149,Кольцо КАМАЗ уплотнительное суппорта 
2242,Труба
4268,Дифференциал переднего моста (8 /27 зуб) В СБОРЕ Уралец 224 / Xingtai 224 (Под полуось 26 шлицов)
3640,Эксцентрик
4486,Палец 35*80
3507,Гайка самостопорящаяся 1/4-20
3123,"Фильтр воздушный - элемент Jinma 244, 264; Foton 244"
2135,"Труба медная (к) 1/4"" бухта (6,4х0,8х15м)(Греция)"
4490,Уплотнительное кольцо
5864,Винт
526,"Регулятор давления 5 секций эл., 200 л/м, электроклапаны, расходомер"
4555,Диск сцепления ведомый (2-х дисковое сцепление) DongFeng 244
1045,Штуцер прямой под вилочное соединение F (T4 - 20мм)
6598,Радиатор в сборе 4RMAZG
4605,"R180 Манжеты гильзы, 2 шт."
6542,Фиттинг
6000,Цепь
1819,Зубчатое колесо с отверстием 18 зубьев
4111,"Элемент фильтрующий КАМАЗ масляный (бумага, металлическая сетка) "
3921,Блок управления 4 кнопки для кабины ЛЮКС (Поворотник-дальний свет-габариты)
4214,Кольца поршневые LL380 (компл. 3 шт)
4768,Подшипник
1127,Лапа
1961,Шпонка
